epoch,train_loss,train_acc,val_loss,val_acc,seconds
1,1.0898663836150226,0.5866532753040955,0.9050796697417416,0.679718875502008,67.04045844078064
2,0.8256149121712207,0.7120857047204553,0.7521828135333387,0.7560240963855421,65.94790840148926
3,0.20589282846307133,0.9189822564445932,0.02890128832325399,0.9959839357429718,74.2688455581665
4,0.021019844760879876,0.9931927240263363,0.006567529615867569,1.0,73.89378309249878
5,0.012308595649047484,0.9964289699810289,0.028663145191219437,0.9899598393574297,73.34263777732849
6,0.009786326535883365,0.997768106238143,0.014989147045047408,0.9949799196787149,74.3383584022522
7,0.0045088889702344735,0.9987724584309787,0.007587732204860712,0.9949799196787149,73.02704167366028
